open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-11-24T15:00:00.000,2831.23,2859.5,2810.86,2845.16,404808.711,2025-11-24T15:59:59.999,1147773649.79594,775131,199784.904,566509539.44553,0
2025-11-24T16:00:00.000,2845.15,2875.0,2841.29,2857.46,280638.435,2025-11-24T16:59:59.999,801594415.79934,509655,138362.343,395235963.65866,0
2025-11-24T17:00:00.000,2857.47,2942.99,2855.17,2938.62,637305.501,2025-11-24T17:59:59.999,1851994490.22366,801701,348766.191,1013418868.70757,0
2025-11-24T18:00:00.000,2938.63,2963.0,2927.89,2955.68,426047.011,2025-11-24T18:59:59.999,1254550299.03975,539206,219096.52,645286783.50994,0
2025-11-24T19:00:00.000,2955.67,2978.99,2952.17,2957.8,272761.692,2025-11-24T19:59:59.999,808997301.22807,394310,142524.063,422793138.65791,0
2025-11-24T20:00:00.000,2957.81,2986.98,2951.0,2971.25,240442.378,2025-11-24T20:59:59.999,714749119.22967,396439,125325.526,372574010.90476,0
2025-11-24T21:00:00.000,2971.25,2972.96,2944.7,2957.98,161495.767,2025-11-24T21:59:59.999,478124863.08107,278041,75117.948,222395179.70358,0
2025-11-24T22:00:00.000,2957.97,2979.42,2950.72,2959.23,86387.658,2025-11-24T22:59:59.999,255985455.91682,163896,45839.578,135865804.37998,0
2025-11-24T23:00:00.000,2959.22,2967.59,2950.43,2952.19,109593.757,2025-11-24T23:59:59.999,324212974.77043,162922,40430.523,119641811.39849,0
2025-11-25T00:00:00.000,2952.18,2952.51,2930.52,2941.98,156801.233,2025-11-25T00:59:59.999,461171189.87152,289899,72006.429,211827403.33947,0
2025-11-25T01:00:00.000,2941.97,2947.22,2916.59,2917.98,119750.978,2025-11-25T01:59:59.999,351150121.44655,251717,56802.193,166660472.4232,0
2025-11-25T02:00:00.000,2917.99,2933.52,2907.0,2929.75,175463.437,2025-11-25T02:59:59.999,512111207.51521,292326,89087.388,260083483.18628,0
2025-11-25T03:00:00.000,2929.75,2935.75,2902.5,2910.29,145987.478,2025-11-25T03:59:59.999,425952247.77124,229763,72451.193,211463140.53108,0
2025-11-25T04:00:00.000,2910.29,2941.39,2908.35,2936.06,147269.549,2025-11-25T04:59:59.999,431112729.81199,242909,80471.328,235566258.43882,0
2025-11-25T05:00:00.000,2936.05,2937.36,2916.9,2927.25,93698.889,2025-11-25T05:59:59.999,274416089.09121,183165,44962.644,131678334.45517,0
2025-11-25T06:00:00.000,2927.26,2927.63,2911.0,2921.09,96750.437,2025-11-25T06:59:59.999,282436688.51984,188214,48477.444,141518279.48701,0
2025-11-25T07:00:00.000,2921.08,2924.65,2900.01,2901.56,130379.913,2025-11-25T07:59:59.999,379418889.82802,219475,53276.408,155094761.17097,0
2025-11-25T08:00:00.000,2901.56,2907.67,2868.01,2870.19,266659.833,2025-11-25T08:59:59.999,770464972.99304,365017,115471.839,333750488.33189,0
2025-11-25T09:00:00.000,2870.18,2891.85,2863.39,2890.35,250529.887,2025-11-25T09:59:59.999,720262204.43525,356365,130429.678,375023616.20201,0
2025-11-25T10:00:00.000,2890.34,2898.57,2878.38,2896.69,130236.125,2025-11-25T10:59:59.999,376336418.2382,202748,61762.524,178508335.11009,0
2025-11-25T11:00:00.000,2896.68,2898.65,2886.7,2889.53,81025.356,2025-11-25T11:59:59.999,234330696.17633,147563,32475.909,93942504.66163,0
2025-11-25T12:00:00.000,2889.54,2931.65,2888.28,2926.0,264020.016,2025-11-25T12:59:59.999,769985668.01497,414293,153331.971,447098938.06837,0
2025-11-25T13:00:00.000,2925.99,2933.5,2896.39,2906.07,236274.368,2025-11-25T13:59:59.999,688660709.57812,410613,106645.057,310869955.75924,0
2025-11-25T14:00:00.000,2906.07,2921.17,2855.49,2879.41,471455.617,2025-11-25T14:59:59.999,1359744907.18402,765972,231559.473,667876532.82598,0
2025-11-25T15:00:00.000,2879.41,2914.27,2855.0,2894.18,408254.499,2025-11-25T15:59:59.999,1177430234.69032,740971,205377.626,592477891.42009,0
2025-11-25T16:00:00.000,2894.19,2936.99,2885.58,2927.66,225127.392,2025-11-25T16:59:59.999,656601869.45625,455428,117711.586,343310934.57322,0
2025-11-25T17:00:00.000,2927.65,2952.99,2918.69,2934.85,247862.72,2025-11-25T17:59:59.999,728300238.69853,403717,123666.369,363414962.26013,0
2025-11-25T18:00:00.000,2934.86,2957.0,2921.37,2922.89,163613.554,2025-11-25T18:59:59.999,481355640.92873,303359,76642.557,225528069.43672,0
2025-11-25T19:00:00.000,2922.89,2927.0,2870.03,2921.19,307418.598,2025-11-25T19:59:59.999,890613119.23164,494334,149011.365,431719270.01426,0
2025-11-25T20:00:00.000,2921.18,2942.84,2915.0,2927.73,173893.811,2025-11-25T20:59:59.999,509371140.55121,307398,93637.462,274263271.21525,0
2025-11-25T21:00:00.000,2927.73,2944.64,2921.55,2929.65,94364.343,2025-11-25T21:59:59.999,276744879.236,195120,46493.058,136360642.54856,0
2025-11-25T22:00:00.000,2929.65,2976.61,2905.59,2968.75,220937.117,2025-11-25T22:59:59.999,649122278.95786,349441,123174.06,362278357.83365,0
2025-11-25T23:00:00.000,2968.74,2979.31,2952.5,2958.24,166483.724,2025-11-25T23:59:59.999,493761992.60725,315530,75382.536,223567298.87751,0
2025-11-26T00:00:00.000,2958.24,2971.24,2948.0,2953.08,103194.088,2025-11-26T00:59:59.999,305249443.74638,224259,47615.594,140851655.37388,0
2025-11-26T01:00:00.000,2953.07,2983.8,2943.45,2968.82,138845.428,2025-11-26T01:59:59.999,411664182.50379,278550,72937.134,216310035.03122,0
2025-11-26T02:00:00.000,2968.81,2975.39,2955.19,2955.41,73115.635,2025-11-26T02:59:59.999,216756143.94239,165941,34749.147,103034171.78609,0
2025-11-26T03:00:00.000,2955.42,2963.74,2920.26,2925.54,183510.531,2025-11-26T03:59:59.999,539317035.85511,263336,88589.116,260310927.86254,0
2025-11-26T04:00:00.000,2925.54,2937.86,2918.56,2928.9,117109.053,2025-11-26T04:59:59.999,343020713.9895,183265,57196.765,167547546.85115,0
2025-11-26T05:00:00.000,2928.9,2951.7,2928.08,2942.74,102921.296,2025-11-26T05:59:59.999,302649276.38122,179079,58950.581,173357536.55902,0
2025-11-26T06:00:00.000,2942.74,2953.81,2930.98,2944.64,115455.344,2025-11-26T06:59:59.999,339593718.59223,197643,57143.238,168083962.79005,0
2025-11-26T07:00:00.000,2944.65,2948.17,2933.35,2943.04,68142.648,2025-11-26T07:59:59.999,200385726.33875,148074,33492.717,98497329.24817,0
2025-11-26T08:00:00.000,2943.04,2949.25,2910.1,2911.83,148162.291,2025-11-26T08:59:59.999,433251763.47079,228096,65613.372,191922388.32677,0
2025-11-26T09:00:00.000,2911.82,2916.28,2900.97,2905.84,155594.924,2025-11-26T09:59:59.999,452544194.9134,235629,73023.185,212406539.38829,0
2025-11-26T10:00:00.000,2905.84,2917.0,2904.14,2912.73,121552.023,2025-11-26T10:59:59.999,353845521.38807,162632,60037.391,174769064.23328,0
2025-11-26T11:00:00.000,2912.74,2916.89,2905.93,2912.82,78771.489,2025-11-26T11:59:59.999,229335264.776,139595,43587.437,126902530.5712,0
2025-11-26T12:00:00.000,2912.82,2916.95,2887.09,2900.0,231268.994,2025-11-26T12:59:59.999,670097015.97825,318877,108854.471,315441944.23006,0
2025-11-26T13:00:00.000,2900.01,2936.33,2898.01,2932.88,220344.198,2025-11-26T13:59:59.999,643029079.91661,306271,123248.77,359726880.77987,0
2025-11-26T14:00:00.000,2932.89,2948.54,2903.0,2909.34,335234.828,2025-11-26T14:59:59.999,981633301.74953,511665,163682.119,479452749.36919,0
2025-11-26T15:00:00.000,2909.33,2938.5,2905.91,2926.63,301231.678,2025-11-26T15:59:59.999,880322075.00246,516400,159556.071,466313671.90302,0
2025-11-26T16:00:00.000,2926.63,2958.85,2924.74,2945.15,322808.258,2025-11-26T16:59:59.999,950512038.42013,425308,170629.311,502366653.71948,0
2025-11-26T17:00:00.000,2945.16,3033.3,2938.0,3025.66,578965.512,2025-11-26T17:59:59.999,1734852692.93191,724144,316936.562,949519558.75853,0
2025-11-26T18:00:00.000,3025.66,3044.46,3011.37,3032.73,371079.321,2025-11-26T18:59:59.999,1124549662.59661,505490,173064.295,524564067.92426,0
2025-11-26T19:00:00.000,3032.73,3036.4,3016.1,3031.08,140437.009,2025-11-26T19:59:59.999,425201088.46638,237622,66877.354,202499724.30844,0
2025-11-26T20:00:00.000,3031.08,3031.08,3006.66,3023.19,139568.068,2025-11-26T20:59:59.999,421216425.09189,238366,66301.184,200095448.39455,0
2025-11-26T21:00:00.000,3023.2,3034.52,3014.23,3020.63,90881.722,2025-11-26T21:59:59.999,274848579.36731,177099,45191.987,136680130.19887,0
2025-11-26T22:00:00.000,3020.64,3032.35,3017.0,3026.42,67945.469,2025-11-26T22:59:59.999,205439724.02376,120732,34983.392,105794546.30005,0
2025-11-26T23:00:00.000,3026.43,3032.0,3015.91,3025.02,67287.977,2025-11-26T23:59:59.999,203485768.01635,136231,33041.772,99927284.24587,0
2025-11-27T00:00:00.000,3025.02,3046.66,3002.0,3033.75,201753.889,2025-11-27T00:59:59.999,610507267.65375,264181,96443.054,292073604.31959,0
2025-11-27T01:00:00.000,3033.75,3057.2,3026.25,3050.58,170068.877,2025-11-27T01:59:59.999,517098654.08516,265741,95064.762,289132837.66771,0
2025-11-27T02:00:00.000,3050.58,3070.0,3035.0,3035.75,284591.336,2025-11-27T02:59:59.999,868961268.79857,452611,150771.818,460479647.17105,0
2025-11-27T03:00:00.000,3035.76,3050.62,3028.0,3032.32,135140.168,2025-11-27T03:59:59.999,410492762.16408,239706,67189.741,204087088.46248,0
2025-11-27T04:00:00.000,3032.31,3052.73,3030.0,3040.15,105950.671,2025-11-27T04:59:59.999,322276105.79216,157368,47532.518,144551629.26844,0
2025-11-27T05:00:00.000,3040.14,3044.88,3015.26,3022.2,147924.377,2025-11-27T05:59:59.999,447760053.46641,227649,64454.047,195125342.75234,0
2025-11-27T06:00:00.000,3022.2,3033.3,3021.35,3026.48,68326.003,2025-11-27T06:59:59.999,206838976.56971,139035,33819.406,102384850.04866,0
2025-11-27T07:00:00.000,3026.48,3034.99,3024.65,3032.12,55865.497,2025-11-27T07:59:59.999,169274323.90811,104145,28490.23,86332119.72815,0
2025-11-27T08:00:00.000,3032.12,3034.0,3016.06,3026.85,81351.441,2025-11-27T08:59:59.999,245981660.32835,130366,40661.481,122953180.66109,0
2025-11-27T09:00:00.000,3026.85,3044.0,3024.03,3026.2,159716.756,2025-11-27T09:59:59.999,484415588.97807,176441,88117.004,267269778.43898,0
2025-11-27T10:00:00.000,3026.19,3034.74,3020.14,3032.83,90602.615,2025-11-27T10:59:59.999,274342875.35372,123860,42568.633,128916756.61005,0
2025-11-27T11:00:00.000,3032.84,3034.72,3021.89,3026.75,68028.157,2025-11-27T11:59:59.999,205975107.73484,82970,31880.582,96508586.07426,0
2025-11-27T12:00:00.000,3026.75,3028.75,2986.32,2990.24,274348.829,2025-11-27T12:59:59.999,824682686.91741,292815,121637.228,365664063.96634,0
2025-11-27T13:00:00.000,2990.23,3000.99,2987.04,2994.03,188878.67,2025-11-27T13:59:59.999,565641722.93195,290923,97815.218,292940959.58995,0
2025-11-27T14:00:00.000,2994.04,2998.26,2983.81,2994.76,123091.55,2025-11-27T14:59:59.999,368282731.50673,206380,63713.197,190653122.10716,0
2025-11-27T15:00:00.000,2994.76,3013.3,2988.5,3009.68,161350.672,2025-11-27T15:59:59.999,484519445.07227,253504,90776.808,272624855.71698,0
2025-11-27T16:00:00.000,3009.68,3026.1,3003.01,3019.35,145932.318,2025-11-27T16:59:59.999,440221417.86324,245472,74628.991,225124702.3398,0
2025-11-27T17:00:00.000,3019.34,3022.97,3011.1,3018.53,64912.147,2025-11-27T17:59:59.999,195821303.1155,145641,29170.371,88009847.14913,0
2025-11-27T18:00:00.000,3018.54,3038.0,3014.61,3035.99,104423.449,2025-11-27T18:59:59.999,316203005.02716,178055,60113.614,182029170.93379,0
2025-11-27T19:00:00.000,3035.99,3036.16,3025.33,3030.48,55139.447,2025-11-27T19:59:59.999,167091370.68453,114528,22795.334,69082361.7573,0
2025-11-27T20:00:00.000,3030.49,3043.5,3028.55,3037.38,66393.918,2025-11-27T20:59:59.999,201631849.53856,117303,34450.887,104628392.09566,0
2025-11-27T21:00:00.000,3037.39,3042.82,3028.09,3030.82,54346.45,2025-11-27T21:59:59.999,164950372.00213,114274,25103.695,76199894.09641,0
2025-11-27T22:00:00.000,3030.82,3033.45,3002.0,3009.41,91009.589,2025-11-27T22:59:59.999,274643793.72837,145147,37354.292,112720926.21603,0
2025-11-27T23:00:00.000,3009.41,3022.44,3006.0,3013.8,59876.711,2025-11-27T23:59:59.999,180453465.3376,128604,31186.377,93986829.65705,0
2025-11-28T00:00:00.000,3013.81,3023.16,3007.81,3013.51,57133.319,2025-11-28T00:59:59.999,172173768.72916,121438,30241.622,91146156.98848,0
2025-11-28T01:00:00.000,3013.51,3015.4,2992.1,2996.78,136873.234,2025-11-28T01:59:59.999,410647973.58573,212962,61675.018,185023839.7453,0
2025-11-28T02:00:00.000,2996.78,3014.0,2994.45,3010.8,97081.423,2025-11-28T02:59:59.999,291512210.65482,189347,55770.39,167488869.48771,0
2025-11-28T03:00:00.000,3010.81,3013.8,3000.17,3007.19,71651.806,2025-11-28T03:59:59.999,215471815.40269,119414,35011.266,105289799.62048,0
2025-11-28T04:00:00.000,3007.19,3018.58,3004.22,3016.0,71570.947,2025-11-28T04:59:59.999,215637379.53408,111131,41758.638,125815425.73351,0
2025-11-28T05:00:00.000,3016.0,3028.0,3013.67,3022.97,96623.646,2025-11-28T05:59:59.999,292047008.97703,152242,51641.526,156078417.4534,0
2025-11-28T06:00:00.000,3022.97,3022.97,3000.9,3008.34,92291.515,2025-11-28T06:59:59.999,278012335.37129,142985,41349.494,124564415.60675,0
2025-11-28T07:00:00.000,3008.34,3022.0,2998.4,3000.14,120982.993,2025-11-28T07:59:59.999,364072865.92315,153842,55982.716,168515859.9621,0
2025-11-28T08:00:00.000,3000.13,3080.0,2999.7,3063.61,356308.938,2025-11-28T08:59:59.999,1083350521.27278,415170,203511.264,618657908.90426,0
2025-11-28T09:00:00.000,3063.61,3071.81,3047.1,3054.09,185455.224,2025-11-28T09:59:59.999,567096131.47991,271225,87180.47,266626876.23711,0
2025-11-28T10:00:00.000,3054.09,3062.38,3045.84,3059.27,96133.836,2025-11-28T10:59:59.999,293504074.38943,141179,49324.253,150610093.60633,0
2025-11-28T11:00:00.000,3059.28,3060.76,3015.31,3032.44,205907.22,2025-11-28T11:59:59.999,624315887.55619,322622,96307.389,291884921.95447,0
2025-11-28T12:00:00.000,3032.44,3044.78,3030.93,3034.82,73919.36,2025-11-28T12:59:59.999,224531948.29799,144534,34897.504,106011592.88164,0
2025-11-28T13:00:00.000,3034.82,3087.99,3024.34,3072.56,272229.566,2025-11-28T13:59:59.999,832435197.6552,381545,141141.433,431743307.46009,0
2025-11-28T14:00:00.000,3072.56,3099.0,3050.01,3065.46,446962.118,2025-11-28T14:59:59.999,1373262159.20275,624342,228595.037,702486728.74184,0
2025-11-28T15:00:00.000,3065.46,3090.57,3053.93,3071.77,309457.291,2025-11-28T15:59:59.999,950812219.1495,462114,161423.005,496095508.51615,0
2025-11-28T16:00:00.000,3071.77,3072.53,3020.0,3023.67,332721.537,2025-11-28T16:59:59.999,1011132160.05585,480750,155985.861,473908350.26569,0
2025-11-28T17:00:00.000,3023.67,3042.99,3009.36,3033.6,302835.128,2025-11-28T17:59:59.999,915555237.74725,437588,141539.853,428018586.24957,0
2025-11-28T18:00:00.000,3033.6,3047.7,3022.61,3041.15,148013.187,2025-11-28T18:59:59.999,449455210.15009,267539,74373.488,225852670.09213,0
2025-11-28T19:00:00.000,3041.14,3059.85,3035.81,3048.5,117156.508,2025-11-28T19:59:59.999,357216725.65238,166139,61080.654,186250357.7761,0
2025-11-28T20:00:00.000,3048.5,3056.38,3034.0,3054.54,96198.547,2025-11-28T20:59:59.999,293277121.52489,130668,45572.531,138941804.04616,0
2025-11-28T21:00:00.000,3054.54,3058.39,3034.59,3035.03,59450.09,2025-11-28T21:59:59.999,181142967.85595,107557,28546.633,86989495.22191,0
2025-11-28T22:00:00.000,3035.02,3041.49,3018.2,3038.27,93662.01,2025-11-28T22:59:59.999,283800175.79061,152927,48624.915,147393331.26128,0
2025-11-28T23:00:00.000,3038.27,3044.0,3028.65,3029.8,38354.164,2025-11-28T23:59:59.999,116428767.95765,85484,17070.779,51820620.68515,0
2025-11-29T00:00:00.000,3029.8,3038.23,3028.3,3034.49,40480.888,2025-11-29T00:59:59.999,122785985.33743,98660,24028.231,72883842.9078,0
